,Date,Flight number,From,Iata_from,From_lat,From_lon,To,Iata_to,To_lat,To_lon,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number,Seat type,Flight class,Flight reason,Note,Dep_id,Arr_id,Airline_id,Aircraft_id
41,2020-12-19,U24062,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Paris / Orly (ORY/LFPO),ORY,48.7231,2.35944,08:55:00,10:25:00,01:30:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IVU,,0,0,0,,2027,2215,2665,2059
42,2020-08-28,W62849,Vienna / Schwechat (VIE/LOWW),VIE,48.1103,16.5697,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,18:25:00,20:20:00,01:55:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LTE,,0,0,0,,3179,2027,859,2076
43,2020-08-20,DY3308,Copenhagen / Kastrup (CPH/EKCH),CPH,55.6179,12.656,Munich / Franz Josef Strauss (MUC/EDDM),MUC,48.3538,11.7861,07:00:00,08:45:00,01:45:00,Norwegian Air Shuttle (DY/NAX),Boeing 737-800 (B738),SE-RPS,,0,0,0,,606,1952,552,231
44,2020-08-05,U24064,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Paris / Orly (ORY/LFPO),ORY,48.7231,2.35944,08:55:00,10:25:00,01:30:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IJA,,0,0,0,,2027,2215,2665,2059
45,2020-07-21,W65516,Tenerife-South / Reina Sofia (TFS/GCTS),TFS,28.044475,-16.572488,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,20:40:00,01:55:00,04:15:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXO,,0,0,0,,2897,1983,859,2076
46,2020-07-18,UX2115,Gran Canaria / Las Palmas (LPA/GCLP),LPA,27.9319,-15.3866,Tenerife-North / Los Rodeos (TFN/GCXO),TFN,28.482653,-16.341535,18:00:00,18:30:00,00:30:00,CanaryFly (PM/CNF),ATR 72-500 (AT75),,,0,0,0,,1666,2896,1946,154
47,2020-07-16,W65513,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,Gran Canaria / Las Palmas (LPA/GCLP),LPA,27.9319,-15.3866,13:35:00,16:55:00,04:20:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXO,,0,0,0,,1983,1666,859,2076
48,2020-07-15,FR3899,Warsaw / Modlin (WMI/EPMO),WMI,52.4511,20.6518,Bergamo / Orio Al Serio (BGY/LIME),BGY,45.673889,9.704166,20:45:00,22:45:00,02:00:00,Buzz (RR/RYS),Boeing 737-800 (B738),SP-RKE,,2,0,0,,4979,293,2757,231
49,2020-07-10,W65068,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,Krakow / John Paul II International (KRK/EPKK),KRK,50.0777,19.7848,15:45:00,17:30:00,01:45:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXC,,0,0,0,,1983,1489,859,2076
50,2020-07-10,W65522,Lisbon / Portela (LIS/LPPT),LIS,38.7813,-9.13592,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,09:10:00,12:50:00,02:40:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXQ,,0,0,0,,1632,1983,859,2076
51,2020-07-06,U22715,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,Lisbon / Portela (LIS/LPPT),LIS,38.7813,-9.13592,11:15:00,13:10:00,02:55:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IJX,,0,0,0,,1983,1632,2665,2059
52,2020-03-01,W62849,Vienna / Schwechat (VIE/LOWW),VIE,48.1103,16.5697,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,12:30:00,14:20:00,01:50:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXZ,,0,0,0,,3179,2027,859,2076
53,2020-02-24,W62284,Charleroi / Brussels South Charleroi (CRL/EBCI),CRL,50.4592,4.45382,Budapest / Franz Liszt International (BUD/LHBP),BUD,47.4298,19.2611,20:40:00,22:35:00,01:55:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),,,0,0,0,,615,429,859,2076
54,2020-02-22,U21645,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Brussels / Brussels (BRU/EBBR),BRU,50.9014,4.48444,07:20:00,09:05:00,01:45:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IJA,,0,0,0,,2027,403,2665,2059
55,2020-02-02,U21636,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,21:15:00,22:30:00,01:15:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IJW,,0,0,0,,872,2027,2665,2059
56,2020-01-31,FR1723,Malta / Luqa (MLA/LMML),MLA,35.8575,14.4775,Naples / Capodichino (NAP/LIRN),NAP,40.886,14.2908,11:40:00,13:00:00,01:20:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-FIM,,0,0,0,,1863,2016,668,231
57,2020-01-29,FR1299,Athens / Eleftherios Venizelos (ATH/LGAV),ATH,37.9364,23.9445,Rome / Ciampino (CIA/LIRA),CIA,41.799361,12.594936,21:15:00,22:15:00,02:00:00,Malta Air (AL/MAY),Boeing 737-800 (B738),9H-QCY,,0,0,0,,3583,551,2723,231
58,2020-01-30,FR7591,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,Malta / Luqa (MLA/LMML),MLA,35.8575,14.4775,10:20:00,11:45:00,01:25:00,Malta Air (AL/MAY),Boeing 737-800 (B738),9H-QAE,,0,0,0,,872,1863,2723,231
59,2020-01-28,GQ347,Santorini / Santorini (JTR/LGSR),JTR,36.3992,25.4793,Athens / Eleftherios Venizelos (ATH/LGAV),ATH,37.9364,23.9445,18:20:00,19:15:00,00:55:00,Sky Express (GQ/SEH),ATR 72-500 (AT75),SX-FIV,,0,0,0,,1366,3583,1258,154
60,2020-01-26,V74110,Athens / Eleftherios Venizelos (ATH/LGAV),ATH,37.9364,23.9445,Santorini / Santorini (JTR/LGSR),JTR,36.3992,25.4793,18:00:00,19:00:00,01:00:00,Volotea (V7/VOE),Boeing 717-200 (B712),EI-FCU,,0,0,0,,3583,1366,2355,220
61,2020-01-25,FR1270,Bergamo / Orio Al Serio (BGY/LIME),BGY,45.673889,9.704166,Athens / Eleftherios Venizelos (ATH/LGAV),ATH,37.9364,23.9445,11:30:00,14:55:00,02:25:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-GDI,,0,0,0,,293,3583,668,231
62,2020-01-24,FR8021,Sofia / Sofia (SOF/LBSF),SOF,42.6967,23.4114,Bergamo / Orio Al Serio (BGY/LIME),BGY,45.673889,9.704166,16:55:00,18:05:00,02:10:00,Buzz (RR/RYS),Boeing 737-800 (B738),SP-RKA,,0,0,0,,2738,293,2757,231
63,2020-01-23,FR3992,Bergamo / Orio Al Serio (BGY/LIME),BGY,45.673889,9.704166,Bucharest / Henri Coanda (OTP/LROP),OTP,44.5711,26.085,07:05:00,10:20:00,02:15:00,Malta Air (AL/MAY),Boeing 737-800 (B738),9H-QED,,0,0,0,,293,2230,2723,231
64,2020-01-04,U21377,Geneva / Cointrin (GVA/LSGG),GVA,46.2381,6.10895,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,06:05:00,07:05:00,01:00:00,Easyjet Switzerland (DS/EZS),Airbus A320-200 (A320),HB-JXB,,0,0,0,,1065,2027,290,2059
65,2020-01-01,W66411,Kutaisi / David the Builder (KUT/UGKO),KUT,42.1767,42.4826,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,15:35:00,16:55:00,04:20:00,Wizz Air (W6/WZZ),Airbus A320-200 (A320),HA-LSA,,0,0,0,,5211,1983,859,2059
66,2019-12-21,W66466,Bologna / Borgo Panigale (BLQ/LIPE),BLQ,44.5354,11.2887,Kutaisi / David the Builder (KUT/UGKO),KUT,42.1767,42.4826,09:00:00,15:45:00,04:45:00,Wizz Air (W6/WZZ),Airbus A320-200 (A320),HA-LPJ,,0,0,0,,346,5211,859,2059
67,2019-11-02,VY1515,Barcelona / El Prat (BCN/LEBL),BCN,41.2971,2.07846,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,07:20:00,08:40:00,01:20:00,Vueling Airlines (VY/VLG),Airbus A320-200 (A320),EC-LOP,,0,0,0,,239,2027,839,2059
68,2019-10-28,FR148,Berlin / Schonefeld (SXF/EDDB),SXF,52.378333,13.520556,Barcelona / El Prat (BCN/LEBL),BCN,41.2971,2.07846,09:45:00,12:20:00,02:35:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DYR,,0,0,0,,2828,239,668,231
69,2019-10-26,U21653,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Hamburg / Fuhlsbuttel (HAM/EDDH),HAM,53.6304,9.98823,06:30:00,08:35:00,02:05:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-INE,,0,0,0,,2027,1093,2665,2059
70,2019-08-28,CA851,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,02:50:00,08:05:00,11:15:00,Air China (CA/CCA),Airbus A330-200 (A332),B-6115,,0,0,0,,2292,2027,172,30
71,2019-08-27,CA1608,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,21:55:00,23:25:00,01:30:00,Dalian Airlines (/CCD),Boeing 737-800 (B738),B-7597,,0,0,0,,720,2292,2563,231
72,2018-11-14,MU2298,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Xian / Xianyang (XIY/ZLXY),XIY,34.4471,108.752,16:50:00,19:25:00,02:35:00,China Eastern Airlines (MU/CES),Airbus A320-200 (A320),B-9943,,0,0,0,,720,3280,178,2059
73,2018-11-09,MF874,Xiamen / Gaoqi (XMN/ZSAM),XMN,24.544,118.128,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,14:15:00,17:20:00,03:05:00,Xiamen Airlines (MF/CXA),Boeing 737-800 (B738),B-5630,,0,0,0,,3285,720,215,231
74,2018-11-08,KL883,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Xiamen / Gaoqi (XMN/ZSAM),XMN,24.544,118.128,16:45:00,10:50:00,12:05:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 787-9 (B789),PH-BHI,,0,0,0,,122,3285,440,2088
75,2018-11-08,KL1958,Zurich / Kloten (ZRH/LSZH),ZRH,47.4647,8.54917,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,11:50:00,13:30:00,01:40:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-700 (B737),PH-BGQ,,0,0,0,,3548,122,440,230
76,2018-08-29,AF3173,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,09:25:00,11:25:00,02:00:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-800 (B738),PH-BCA,,0,0,0,,122,2027,440,231
77,2018-08-29,CZ345,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,01:15:00,05:30:00,10:15:00,China Southern Airlines (CZ/CSN),Airbus A380-800 (A388),B-6139,,0,0,0,,2292,122,207,39
78,2018-08-28,KL4426,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,20:35:00,22:10:00,01:35:00,China Southern Airlines (CZ/CSN),Airbus A320-200 (A320),,,0,0,0,,720,2292,207,2059
79,2018-06-17,AF128,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,13:55:00,05:55:00,10:00:00,Air France (AF/AFR),Boeing 777-300ER (B77W),F-GZNU,,0,0,0,,509,2292,34,2023
80,2018-06-17,AF7701,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,10:10:00,11:45:00,01:35:00,Air France (AF/AFR),Airbus A321-100 (A321),F-GMZB,,0,0,0,,2027,509,34,2075
81,2018-04-30,FR5163,Fes / Saiss (FEZ/GMFF),FEZ,33.9273,-4.97796,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,13:25:00,15:40:00,02:15:00,Ryanair (FR/RYR),Boeing 737-800 (B738),,,0,0,0,,880,1928,668,231
82,2018-04-20,FR5162,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,Fes / Saiss (FEZ/GMFF),FEZ,33.9273,-4.97796,19:55:00,22:20:00,02:25:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-EVJ,,0,0,0,,1928,880,668,231
83,2018-03-11,KL1263,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,09:30:00,11:20:00,01:50:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-700 (B737),PH-BGP,,0,0,0,,122,2027,440,230
84,2018-03-11,KL1708,Madrid / Barajas (MAD/LEMD),MAD,40.4719,-3.56264,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,06:00:00,08:45:00,02:45:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-800 (B738),PH-BGA,,0,0,0,,1739,122,440,231
85,2018-03-08,FR5483,Porto / Francisco Sa Carneiro (OPO/LPPR),OPO,41.2356,-8.67806,Madrid / Barajas (MAD/LEMD),MAD,40.4719,-3.56264,06:30:00,08:45:00,01:15:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-FIZ,,0,0,0,,2202,1739,668,231
86,2018-03-07,FR2094,Lisbon / Portela (LIS/LPPT),LIS,38.7813,-9.13592,Porto / Francisco Sa Carneiro (OPO/LPPR),OPO,41.2356,-8.67806,07:50:00,08:50:00,01:00:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DHT,,0,0,0,,1632,2202,668,231
87,2018-03-04,AF1024,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,Lisbon / Portela (LIS/LPPT),LIS,38.7813,-9.13592,09:20:00,10:50:00,02:30:00,Air France (AF/AFR),Airbus A320-200 (A320),F-HEPC,,0,0,0,,509,1632,34,2059
88,2018-03-04,AF7661,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,06:00:00,07:30:00,01:30:00,Air France (AF/AFR),Airbus A319-100 (A319),F-GRXB,,0,0,0,,1928,509,34,2073
89,2018-02-02,AF7700,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,07:20:00,08:50:00,01:30:00,Air France (AF/AFR),Airbus A319-100 (A319),F-GRXC,,0,0,0,,509,2027,34,2073
90,2018-02-01,AF1891,Istanbul / Ataturk (ISL/LTBA),ISL,40.9769,28.8146,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,19:35:00,21:15:00,02:40:00,Air France (AF/AFR),Airbus A320-200 (A320),F-GKXJ,,0,0,0,,1284,509,34,2059
91,2018-01-26,KL1260,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,06:30:00,08:35:00,02:05:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-700 (B737),,,0,0,0,,2027,122,440,230
92,2017-08-28,BA356,London / Heathrow (LHR/EGLL),LHR,51.4775,-0.461389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,17:40:00,20:45:00,02:05:00,British Airways (BA/BAW),Airbus A320-200 (A320),,,0,0,0,,1618,2027,113,2059
93,2017-08-28,BA38,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,London / Heathrow (LHR/EGLL),LHR,51.4775,-0.461389,11:15:00,15:30:00,11:15:00,British Airways (BA/BAW),Boeing 777-300ER (B77W),,,0,0,0,,2292,1618,113,2023
94,2017-08-27,MU2311,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,23:25:00,00:50:00,01:25:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),B-6128,,0,0,0,,720,2292,178,31
95,2017-06-30,GS7821,Tianjin / Binhai (TSN/ZBTJ),TSN,39.1244,117.346,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,09:25:00,10:30:00,01:05:00,Tianjin Airlines (GS/GCR),Embraer ERJ-195 (E195),B-3235,,0,0,0,,3023,720,1236,2016
96,2017-06-28,BA39,London / Heathrow (LHR/EGLL),LHR,51.4775,-0.461389,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,16:20:00,09:30:00,10:10:00,British Airways (BA/BAW),Boeing 777-300ER (B77W),,,0,0,0,,1618,2292,113,2023
97,2017-06-28,BA343,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,London / Heathrow (LHR/EGLL),LHR,51.4775,-0.461389,11:50:00,13:05:00,02:15:00,British Airways (BA/BAW),Airbus A320-200 (A320),G-EUUT,,0,0,0,,2027,1618,113,2059
98,2017-03-07,SU2470,Moscow / Sheremetyevo (SVO/UUEE),SVO,55.9728,37.4147,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,10:00:00,12:00:00,03:00:00,Aeroflot (SU/AFL),Airbus A321-200 (A321),,,0,0,0,,2816,2027,33,2076
99,2017-03-07,SU201,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,Moscow / Sheremetyevo (SVO/UUEE),SVO,55.9728,37.4147,02:05:00,05:25:00,08:20:00,Aeroflot (SU/AFL),Airbus A330-300 (A333),,,0,0,0,,2292,2816,33,31
100,2017-03-06,CZ6137,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,18:40:00,20:05:00,01:25:00,China Southern Airlines (CZ/CSN),Airbus A321-200 (A321),B-6273,,0,0,0,,720,2292,207,2076
101,2016-12-17,CA1607,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,06:55:00,08:25:00,01:30:00,Dalian Airlines (/CCD),Boeing 737-800 (B738),B-6105,,0,0,0,,2292,720,2563,231
102,2016-12-04,CA1606,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,07:20:00,08:45:00,01:25:00,Air China (CA/CCA),Boeing 737-800 (B738),B-1957,,0,0,0,,720,2292,172,231
103,2018-06-18,CZ6124,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,07:35:00,09:05:00,01:30:00,China Southern Airlines (CZ/CSN),Airbus A321-200 (A321),B-2287,,0,0,0,,2292,720,207,2076
104,2017-07-07,CZ6128,Beijing / Peking-Capital (PEK/ZBAA),PEK,40.0725,116.598,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,23:10:00,00:35:00,01:25:00,China Southern Airlines (CZ/CSN),Airbus A321-200 (A321),,,0,0,0,,2292,720,207,2076
105,2022-09-08,U28350,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,London / Gatwick (LGW/EGKK),LGW,51.1481,-0.190278,09:40:00,10:40:00,02:00:00,Easyjet (U2/EZY),Airbus A320-200 (A320),G-EZGY,22B,2,0,0,,2027,1614,291,2059
106,2022-09-11,U26433,London / Gatwick (LGW/EGKK),LGW,51.1481,-0.190278,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,17:20:00,20:30:00,02:10:00,SmartLynx Airlines (6Y/ART),Airbus A320-200 (A320),YL-LDF,20E,2,0,0,,1614,2027,1416,2059
107,2022-10-01,U22122,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,London / Luton (LTN/EGGW),LTN,51.8747,-0.368333,10:40:00,11:45:00,02:05:00,Easyjet (U2/EZY),Airbus A320neo (A20N),G-UZLN,,0,0,0,,2027,1701,291,2127
108,2022-10-02,FR1874,London / Stansted (STN/EGSS),STN,51.885,0.235,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,19:10:00,22:15:00,02:05:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DWV,,0,0,0,,2785,2027,668,231
109,2022-10-07,U26960,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Edinburgh / Edinburgh (EDI/EGPH),EDI,55.95,-3.3725,22:05:00,23:45:00,02:40:00,Easyjet (U2/EZY),Airbus A320neo (A20N),G-UZLF,11D,3,0,0,,2027,785,291,2127
110,2022-10-09,U26959,Edinburgh / Edinburgh (EDI/EGPH),EDI,55.95,-3.3725,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,18:00:00,21:40:00,02:40:00,Easyjet (U2/EZY),Airbus A319-100 (A319),G-EZDL,11A,1,0,0,,785,2027,291,2073
111,2022-11-11,U28350,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,London / Gatwick (LGW/EGKK),LGW,51.1481,-0.190278,07:00:00,08:05:00,02:05:00,Easyjet (U2/EZY),Airbus A320-200 (A320),OE-IVD,22A,1,0,0,,2027,1614,291,2059
112,2022-11-11,FR115,London / Gatwick (LGW/EGKK),LGW,51.1481,-0.190278,Dublin / Dublin (DUB/EIDW),DUB,53.4213,-6.27007,09:40:00,11:05:00,01:25:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DCM,,0,0,0,,1614,757,668,231
113,2022-11-13,FR5219,Dublin / Dublin (DUB/EIDW),DUB,53.4213,-6.27007,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,17:25:00,20:55:00,02:30:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-EPD,,0,0,0,,757,2027,668,231
114,2022-12-24,VY8520,Paris / Orly (ORY/LFPO),ORY,48.7231,2.35944,Cairo / Cairo (CAI/HECA),CAI,30.1219,31.4056,12:00:00,17:25:00,04:25:00,Vueling Airlines (VY/VLG),Airbus A321-200 (A321),EC-MGY,,0,0,0,,2215,475,839,2076
115,2023-01-01,U21664,Naples / Capodichino (NAP/LIRN),NAP,40.886,14.2908,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,11:00:00,12:30:00,01:30:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-ICM,16A,1,0,0,,2016,2027,2665,2059
116,2022-09-24,FR8099,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,Shannon / Limerick (SNN/EINN),SNN,52.702,-8.92482,06:55:00,08:20:00,02:25:00,Malta Air (AL/MAY),Boeing 737-800 (B738),9H-QAQ,,0,0,0,,1928,2730,2723,231
117,2022-09-25,FR1958,Dublin / Dublin (DUB/EIDW),DUB,53.4213,-6.27007,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,16:50:00,20:20:00,02:30:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-EKV,,0,0,0,,757,2027,668,231
118,2022-12-31,U22887,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,Naples / Capodichino (NAP/LIRN),NAP,40.886,14.2908,19:55:00,21:20:00,01:25:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IVN,5A,1,0,0,,1983,2016,2665,2059
119,2022-12-31,U22800,Hurghada / Hurghada (HRG/HEGN),HRG,27.1783,33.7994,Milan / Malpensa (MXP/LIMC),MXP,45.6306,8.72811,13:25:00,17:10:00,04:45:00,easyJet Europe (EC/EJU),Airbus A321neo (A21N),OE-ISC,,0,0,0,,1172,1983,2665,2128
120,2018-01-26,KL1613,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Istanbul / Ataturk (ISL/LTBA),ISL,40.9769,28.8146,11:30:00,16:55:00,03:25:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-700 (B737),PH-BGE,,0,0,0,,122,1284,440,230
121,2018-01-30,TK2022,Istanbul / Ataturk (ISL/LTBA),ISL,40.9769,28.8146,Kayseri / Erkilet (ASR/LTAU),ASR,38.7704,35.4954,01:05:00,02:25:00,01:20:00,Turkish Airlines (TK/THY),Boeing 737-800 (B738),TC-JHA,,0,0,0,,1284,170,769,231
122,2018-02-01,TK2019,Kayseri / Erkilet (ASR/LTAU),ASR,38.7704,35.4954,Istanbul / Ataturk (ISL/LTBA),ISL,40.9769,28.8146,00:30:00,02:00:00,01:30:00,Turkish Airlines (TK/THY),Boeing 737-800 (B738),TC-JGZ,,0,0,0,,170,1284,769,231
123,2023-07-14,SV3236,Geneva / Cointrin (GVA/LSGG),GVA,46.2381,6.10895,Jeddah / King Abdulaziz (JED/OEJN),JED,21.6796,39.1565,16:00:00,22:10:00,05:10:00,Saudi Arabian Airlines (SV/SVA),Boeing 787-9 (B789),HZ-ARH,,0,0,0,,1065,1325,735,2088
124,2023-07-15,SV834,Jeddah / King Abdulaziz (JED/OEJN),JED,21.6796,39.1565,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,01:45:00,15:55:00,09:10:00,Saudi Arabian Airlines (SV/SVA),Boeing 787-10 (B78X),HZ-AR27,57L,1,0,0,,1325,1527,735,2138
125,2023-08-20,SV841,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,Jeddah / King Abdulaziz (JED/OEJN),JED,21.6796,39.1565,02:15:00,06:00:00,08:45:00,Saudi Arabian Airlines (SV/SVA),Boeing 777-300ER (B77W),HZ-AK32,61K,1,0,0,,1527,1325,735,2023
126,2023-08-20,SV227,Jeddah / King Abdulaziz (JED/OEJN),JED,21.6796,39.1565,Madrid / Barajas (MAD/LEMD),MAD,40.4719,-3.56264,09:35:00,15:10:00,06:35:00,Saudi Arabian Airlines (SV/SVA),Boeing 787-9 (B789),HZ-ARG,45A,1,0,0,,1325,1739,735,2088
127,2023-08-14,TR819,Osaka / Kansai (KIX/RJBB),KIX,34.4305,135.23,Singapore / Changi (SIN/WSSS),SIN,1.35019,103.994,15:00:00,20:10:00,06:10:00,Scoot (TR/TGW),Boeing 787-8 (B788),9V-OFA,14J,2,0,0,,3597,2672,2695,2087
128,2023-08-03,ZG52,Bangkok / Suvarnabhumi (BKK/VTBS),BKK,13.6811,100.747,Tokyo / Narita (NRT/RJAA),NRT,35.7653,140.386,23:10:00,07:25:00,06:15:00,ZIPAIR (ZG/TZP),Boeing 787-8 (B788),JA826J,36K,1,0,0,,331,2105,2742,2087
